2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Starting TwitterToKafkaServiceApplication using Java 17.0.6 with PID 11298 (/Users/macintosh/IdeaProjects/microservices-pro/twitter-to-kafka-service/target/classes started by macintosh in /Users/macintosh/IdeaProjects/microservices-pro)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Started TwitterToKafkaServiceApplication in 0.848 seconds (process running for 1.52)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - App starts...
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Welcomes Godfred
2023-05-22 19:45:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque adipiscina aulviner adipiscina Besuere porttitor Spring conque magna conque adipiscina magna
2023-05-22 19:45:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse libero conque Java conque Besuere
2023-05-22 19:45:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Lorem conque magna conque conque Kafka sed elit Dasse adipiscina ascenes
2023-05-22 19:45:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed sensectetuer Dasse Dasse Dasse Lorem Durus Elasticsearch sed sensectetuer conque ipsum conque
2023-05-22 19:45:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse conque ascenes conque Besuere ultricies Dasse Durus Microservices sed magna dolor Durus ipsum ipsum elit
2023-05-22 19:45:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem elit adipiscina Lorem sed Lorem Microservices Lorem Dasse Dasse magna
2023-05-22 19:45:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum adipiscina libero sed Dasse elit ipsum Elasticsearch elit ascenes adipiscina dolor Lorem aulviner
2023-05-22 19:45:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ultricies sensectetuer Dasse magna adipiscina Java ipsum Durus ultricies conque
2023-05-22 19:45:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Lorem magna libero aulviner sed Java Dasse porttitor aulviner libero
2023-05-22 19:45:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit Besuere adipiscina Dasse ultricies sensectetuer ultricies Elasticsearch Dasse elit ipsum magna adipiscina
2023-05-22 19:45:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero adipiscina sed Lorem ultricies magna ascenes Elasticsearch libero magna Dasse Durus Dasse
2023-05-22 19:45:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer sed Lorem Lorem ultricies Kafka elit conque Besuere
2023-05-22 19:45:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque magna ascenes aulviner Kafka Durus dolor
2023-05-22 19:45:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Dasse porttitor conque sed magna Dasse Microservices sensectetuer ascenes magna sed ipsum aulviner
2023-05-22 19:45:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Durus sed ascenes elit Spring magna Dasse sed Besuere
2023-05-22 19:45:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Lorem aulviner ascenes porttitor Durus Lorem Kafka elit Durus porttitor libero Besuere Besuere
2023-05-22 19:45:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Dasse sed aulviner Spring porttitor elit
2023-05-22 19:45:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna dolor adipiscina sed Lorem aulviner ipsum Java porttitor Lorem porttitor porttitor elit elit
2023-05-22 19:45:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus sensectetuer elit ultricies Java conque Lorem porttitor
2023-05-22 19:45:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor libero Dasse ultricies Dasse Lorem elit Spring elit conque adipiscina aulviner ascenes
2023-05-22 19:45:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Dasse ascenes Durus sensectetuer Dasse Kafka ipsum Besuere Besuere sensectetuer
2023-05-22 19:45:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed magna ultricies aulviner ascenes dolor Dasse ultricies Java elit Lorem ultricies Durus adipiscina adipiscina Lorem
2023-05-22 19:45:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes sed Durus Dasse ascenes ipsum conque dolor Java sensectetuer ipsum dolor sensectetuer sensectetuer Lorem magna
2023-05-22 19:45:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed elit ipsum conque aulviner Lorem conque sed Microservices libero porttitor magna Lorem porttitor Besuere magna
2023-05-22 19:45:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed porttitor Durus magna sensectetuer dolor elit Microservices ultricies magna adipiscina sensectetuer adipiscina
2023-05-22 19:45:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque Durus porttitor Dasse Besuere ascenes Kafka aulviner Durus dolor libero Besuere
2023-05-22 19:45:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ipsum ultricies porttitor ipsum porttitor elit Elasticsearch Lorem aulviner magna sed elit
2023-05-22 19:45:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere magna dolor sed Microservices Durus sed
2023-05-22 19:45:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere conque Besuere aulviner aulviner adipiscina sensectetuer Elasticsearch conque dolor Besuere sensectetuer elit
2023-05-22 19:45:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ipsum conque conque Kafka Lorem Dasse Durus
2023-05-22 19:45:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit adipiscina dolor ascenes Dasse porttitor Durus libero Microservices Lorem conque Durus Besuere magna Dasse conque
2023-05-22 19:45:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Lorem Durus Durus Elasticsearch libero dolor
2023-05-22 19:45:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina ascenes porttitor Lorem magna Dasse Spring conque Dasse aulviner aulviner
2023-05-22 19:45:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Besuere aulviner libero ipsum sensectetuer Spring aulviner porttitor Dasse Besuere dolor
2023-05-22 19:45:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum dolor ipsum Lorem ascenes Durus Durus Lorem Spring Dasse ipsum elit Besuere Dasse Durus Lorem
2023-05-22 19:45:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit libero magna libero Microservices conque dolor
2023-05-22 19:45:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Besuere libero elit porttitor ultricies aulviner sensectetuer Elasticsearch Durus porttitor ascenes Durus ipsum Besuere
2023-05-22 19:45:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner sed Besuere Dasse conque Java Dasse elit Besuere
2023-05-22 19:45:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer porttitor Lorem ipsum Elasticsearch libero sed Besuere
2023-05-22 19:45:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere libero adipiscina porttitor adipiscina conque libero magna Microservices sed aulviner conque ascenes Lorem ipsum
2023-05-22 19:45:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero elit porttitor Java aulviner elit
2023-05-22 19:46:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor conque Besuere Lorem conque Elasticsearch libero dolor Besuere Lorem
2023-05-22 19:46:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit ascenes ultricies ipsum conque Lorem Kafka ultricies dolor Besuere Besuere aulviner
2023-05-22 19:46:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Dasse elit Dasse Java Dasse adipiscina elit
2023-05-22 19:46:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ascenes sed adipiscina Elasticsearch aulviner Dasse
2023-05-22 19:46:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed dolor dolor porttitor ascenes sensectetuer Java ultricies ascenes sed sed porttitor
2023-05-22 19:46:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque magna aulviner porttitor Elasticsearch ipsum magna porttitor
2023-05-22 19:46:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus elit elit Besuere Besuere ascenes adipiscina Elasticsearch dolor Besuere elit ipsum aulviner Dasse
2023-05-22 19:46:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Durus Besuere ascenes Java sensectetuer sed conque
2023-05-22 19:46:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ipsum adipiscina ipsum magna Besuere Durus Kafka ultricies elit porttitor aulviner ultricies
2023-05-22 19:46:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina dolor adipiscina adipiscina ipsum Durus porttitor Spring adipiscina conque adipiscina magna ultricies ipsum
2023-05-22 19:46:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Lorem libero porttitor magna elit ipsum Microservices sed sensectetuer dolor ascenes elit Lorem
2023-05-22 19:46:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Besuere ipsum Lorem Dasse sed ultricies Java magna Besuere ipsum elit Dasse
2023-05-22 19:46:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner aulviner magna sed libero aulviner ipsum adipiscina Java conque magna adipiscina sed Besuere Durus adipiscina
2023-05-22 19:46:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Dasse ultricies Besuere ipsum sensectetuer magna Spring ipsum elit porttitor Dasse dolor
2023-05-22 19:46:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Besuere sensectetuer Dasse Microservices ultricies sensectetuer dolor
2023-05-22 19:46:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sed libero Besuere Lorem Durus Microservices conque Lorem magna sed magna
2023-05-22 19:46:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Besuere ipsum adipiscina conque dolor conque Microservices aulviner ascenes Besuere sed ipsum
2023-05-22 19:46:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere libero sed Durus Java ipsum Dasse conque
2023-05-22 19:46:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Dasse Durus Besuere magna ascenes Java ultricies dolor Durus libero magna
2023-05-22 19:46:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes magna magna ipsum Dasse Besuere Java porttitor libero conque Lorem
2023-05-22 19:46:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit sed adipiscina porttitor ultricies conque elit Elasticsearch sensectetuer Durus ipsum magna adipiscina libero
2023-05-22 19:46:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Durus sensectetuer porttitor porttitor Elasticsearch ascenes ipsum elit adipiscina
2023-05-22 19:46:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes dolor Dasse sed elit Microservices elit magna ipsum sensectetuer
2023-05-22 19:46:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sed ultricies ascenes porttitor libero Lorem Lorem Spring ipsum elit elit adipiscina conque sensectetuer
2023-05-22 19:46:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse conque Lorem porttitor ipsum sed Microservices elit ipsum porttitor ascenes ultricies
2023-05-22 19:46:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer conque Dasse magna magna aulviner Besuere sed Kafka ascenes Besuere Besuere ipsum sensectetuer dolor
2023-05-22 19:46:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies conque libero aulviner dolor sensectetuer ascenes conque Microservices Dasse adipiscina Dasse ipsum dolor Dasse conque
2023-05-22 19:46:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes sed aulviner elit porttitor adipiscina Elasticsearch ultricies magna Besuere Dasse ultricies
2023-05-22 19:46:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner sensectetuer sed Spring Besuere ipsum
2023-05-22 19:46:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor aulviner libero Kafka conque Dasse
2023-05-22 19:46:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ipsum adipiscina sed Microservices ipsum sensectetuer adipiscina
2023-05-22 19:46:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor adipiscina adipiscina porttitor conque Lorem dolor Java ascenes porttitor sensectetuer porttitor ipsum Durus
2023-05-22 19:46:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Lorem elit Besuere Besuere Spring aulviner Besuere dolor adipiscina
2023-05-22 19:46:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna libero conque Durus Dasse Besuere ipsum ultricies Elasticsearch sensectetuer sed Durus adipiscina Lorem sed
2023-05-22 19:46:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus aulviner porttitor sed libero Java Lorem Lorem dolor conque
2023-05-22 19:46:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere adipiscina Lorem adipiscina Elasticsearch elit ipsum
2023-05-22 19:46:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Dasse Dasse porttitor Microservices conque ascenes ipsum
2023-05-22 19:46:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed porttitor ultricies porttitor Dasse ultricies magna ultricies Kafka conque Besuere libero dolor libero porttitor
2023-05-22 19:46:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Besuere sed Lorem elit elit ultricies Kafka Durus Durus aulviner Durus elit
2023-05-22 19:46:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed elit Durus Besuere Java sensectetuer Dasse
2023-05-22 19:46:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Dasse aulviner Kafka elit porttitor
2023-05-22 19:46:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Durus libero sed dolor Microservices dolor libero conque
2023-05-22 19:46:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna magna ipsum Elasticsearch Lorem aulviner
2023-05-22 19:46:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque Lorem porttitor Spring sensectetuer Durus
2023-05-22 19:46:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus conque ipsum libero elit Lorem Java porttitor Besuere libero Lorem
2023-05-22 19:46:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes libero Durus adipiscina elit libero Dasse Kafka aulviner magna Dasse dolor ipsum Durus
2023-05-22 19:46:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit Lorem porttitor Dasse Durus porttitor aulviner Microservices sed magna ultricies Lorem ascenes Besuere
2023-05-22 19:46:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Besuere elit ultricies conque Besuere adipiscina Spring elit dolor adipiscina Besuere ipsum
2023-05-22 19:46:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ipsum Durus ascenes Kafka sensectetuer ipsum sensectetuer
2023-05-22 19:46:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque libero aulviner ultricies Lorem Kafka ipsum magna adipiscina magna
2023-05-22 19:46:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque Lorem ipsum adipiscina sed Durus Besuere Lorem Kafka Besuere aulviner conque aulviner sed ipsum Dasse
2023-05-22 19:46:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ipsum ultricies elit Elasticsearch Durus Dasse conque
2023-05-22 19:46:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner porttitor ultricies ascenes Kafka ascenes ascenes ascenes
2023-05-22 19:46:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina elit conque magna conque Besuere ipsum adipiscina Spring ascenes adipiscina dolor magna ultricies Lorem
2023-05-22 19:46:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes aulviner ultricies dolor Durus dolor Dasse magna Spring libero conque ipsum libero dolor ultricies
2023-05-22 19:46:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ascenes Dasse ipsum sed Durus dolor Kafka sensectetuer ultricies ipsum Lorem dolor
